Crop,temperature,Soil_Moisture,Area_in_hectares,Production_in_tons,Crop_Type,N,P,K,pH,rainfall,Yield_ton_per_hec
sunflower,23.56,54,140.0,40.0,rabi,50,60,30,5.38,167.38,0.285714286
coriander,26.73636364,54,290.0,140.0,whole year,10,20,20,6.54,1426.3,0.482758621
horsegram,28.5,54,4020.0,1250.2,kharif,20,60,20,6.0,1145.22,0.310995025
jowar,28.5,54,1790.0,950.0,kharif,80,40,40,5.5,1145.22,0.530726257
maize,28.5,54,3244.0,2879.8,kharif,80,40,20,5.56,1145.22,0.887731196
moong,28.5,54,147.0,52.3,kharif,20,40,20,5.58,1145.22,0.355782313
sesamum,28.5,54,253.0,89.3,kharif,30,15,30,6.38,1145.22,0.352964427
rapeseed,23.56,54,110.0,19.6,rabi,50,40,20,5.12,167.38,0.178181818
sunflower,23.56,54,300.0,70.0,rabi,50,60,30,5.38,167.38,0.233333333
coriander,26.73636364,54,570.0,280.0,whole year,10,20,20,6.56,1426.3,0.49122807
garlic,26.73636364,54,160.0,510.0,whole year,50,10,60,5.52,1426.3,3.1875
horsegram,28.5,54,1280.0,295.7,kharif,20,60,20,6.1,1145.22,0.231015625
jowar,28.5,54,1140.0,830.0,kharif,80,40,40,5.46,1145.22,0.728070175
maize,28.5,54,1138.0,986.8,kharif,80,40,20,5.54,1145.22,0.867135325
moong,28.5,54,20.0,4.8,kharif,20,40,20,5.5,1145.22,0.24
ragi,28.5,54,5081.0,2530.0,kharif,50,40,20,5.48,1145.22,0.497933478
sesamum,28.5,54,8843.0,2272.7,kharif,30,15,30,6.48,1145.22,0.257005541
coriander,26.73636364,54,90.0,40.0,whole year,10,20,20,6.66,1426.3,0.444444444
garlic,26.73636364,54,60.0,190.0,whole year,50,10,60,5.56,1426.3,3.166666667
horsegram,28.5,54,1938.0,548.5,kharif,20,60,20,6.04,1145.22,0.283023736
jowar,28.5,54,320.0,170.0,kharif,80,40,40,5.38,1145.22,0.53125
maize,28.5,54,1886.0,1101.0,kharif,80,40,20,5.46,1145.22,0.583775186
moong,28.5,54,1174.0,335.3,kharif,20,40,20,5.54,1145.22,0.28560477
sesamum,28.5,54,220.0,43.5,kharif,30,15,30,6.56,1145.22,0.197727273
sunflower,28.5,54,80.0,70.0,kharif,50,60,30,5.52,1145.22,0.875
rapeseed,23.56,54,268.0,44.5,rabi,50,40,20,5.06,167.38,0.166044776
sunflower,23.56,54,70.0,60.0,rabi,50,60,30,5.6,167.38,0.857142857
coriander,26.73636364,54,1060.0,510.0,whole year,10,20,20,6.58,1426.3,0.481132075
horsegram,28.5,54,4168.0,1450.3,kharif,20,60,20,6.1,1145.22,0.347960653
jowar,28.5,54,210.0,180.0,kharif,80,40,40,5.34,1145.22,0.857142857
moong,28.5,54,249.0,59.9,kharif,20,40,20,5.64,1145.22,0.240562249
ragi,28.5,54,7838.0,3203.1,kharif,50,40,20,5.6,1145.22,0.408662924
sesamum,28.5,54,11.0,2.0,kharif,30,15,30,6.58,1145.22,0.181818182
sunflower,23.56,54,210.0,100.0,rabi,50,60,30,5.44,167.38,0.476190476
wheat,23.56,54,16.0,21.2,rabi,60,30,30,6.6,167.38,1.325
horsegram,28.5,54,2535.0,811.2,kharif,20,60,20,5.84,1145.22,0.32
jowar,28.5,54,80.0,70.0,kharif,80,40,40,5.66,1145.22,0.875
maize,28.5,54,612.0,290.6,kharif,80,40,20,5.34,1145.22,0.474836601
ragi,28.5,54,314.0,180.9,kharif,50,40,20,5.36,1145.22,0.57611465
sesamum,28.5,54,953.0,208.3,kharif,30,15,30,6.44,1145.22,0.218572928
rapeseed,23.56,54,501.0,60.6,rabi,50,40,20,4.86,167.38,0.120958084
sunflower,23.56,54,390.0,250.0,rabi,50,60,30,5.42,167.38,0.641025641
coriander,26.73636364,54,140.0,70.0,whole year,10,20,20,6.56,1426.3,0.5
garlic,26.73636364,54,260.0,820.0,whole year,50,10,60,5.5,1426.3,3.153846154
horsegram,28.5,54,3280.0,554.3,kharif,20,60,20,6.04,1145.22,0.168993902
jowar,28.5,54,400.0,100.0,kharif,80,40,40,5.64,1145.22,0.25
maize,28.5,54,425.0,196.6,kharif,80,40,20,5.5,1145.22,0.462588235
moong,28.5,54,1068.0,127.8,kharif,20,40,20,5.5,1145.22,0.119662921
ragi,28.5,54,781.0,319.6,kharif,50,40,20,5.5,1145.22,0.40921895
sesamum,28.5,54,1327.0,125.9,kharif,30,15,30,6.6,1145.22,0.094875659
sunflower,28.5,54,310.0,90.0,kharif,50,60,30,5.34,1145.22,0.290322581
rapeseed,23.56,54,28.0,1.5,rabi,50,40,20,5.08,167.38,0.053571429
sunflower,23.56,54,580.0,190.0,rabi,50,60,30,5.5,167.38,0.327586207
wheat,23.56,54,26.0,14.6,rabi,60,30,30,6.3,167.38,0.561538462
coriander,26.73636364,54,160.0,80.0,whole year,10,20,20,6.46,1426.3,0.5
garlic,26.73636364,54,180.0,560.0,whole year,50,10,60,5.38,1426.3,3.111111111
horsegram,28.5,54,2092.0,598.1,kharif,20,60,20,5.96,1145.22,0.285898662
moong,28.5,54,3747.0,551.1,kharif,20,40,20,5.34,1145.22,0.147077662
ragi,28.5,54,13.0,5.1,kharif,50,40,20,5.62,1145.22,0.392307692
sesamum,28.5,54,744.0,152.5,kharif,30,15,30,6.62,1145.22,0.204973118
rapeseed,23.56,54,65.0,4.0,rabi,50,40,20,5.1,167.38,0.061538462
horsegram,28.5,54,1617.0,504.5,kharif,20,60,20,5.94,1145.22,0.311997526
jowar,28.5,54,1510.0,930.0,kharif,80,40,40,5.58,1145.22,0.61589404
maize,28.5,54,3746.0,3070.4,kharif,80,40,20,5.34,1145.22,0.819647624
moong,28.5,54,631.0,137.1,kharif,20,40,20,5.6,1145.22,0.217274168
ragi,28.5,54,10801.0,6983.2,kharif,50,40,20,5.62,1145.22,0.646532728
sesamum,28.5,54,2905.0,820.1,kharif,30,15,30,6.44,1145.22,0.282306368
rapeseed,23.56,54,1479.0,233.7,rabi,50,40,20,5.04,167.38,0.15801217
sunflower,23.56,54,250.0,80.0,rabi,50,60,30,5.68,167.38,0.32
wheat,23.56,54,14.0,15.4,rabi,60,30,30,6.6,167.38,1.1
horsegram,28.5,54,2866.0,948.6,kharif,20,60,20,5.84,1145.22,0.33098395
maize,28.5,54,65.0,42.0,kharif,80,40,20,5.38,1145.22,0.646153846
moong,28.5,54,719.0,210.9,kharif,20,40,20,5.64,1145.22,0.293324061
ragi,28.5,54,43.0,23.1,kharif,50,40,20,5.42,1145.22,0.537209302
sesamum,28.5,54,3832.0,996.7,kharif,30,15,30,6.36,1145.22,0.260099165
rapeseed,23.56,54,941.0,234.3,rabi,50,40,20,4.9,167.38,0.248990436
sunflower,23.56,54,180.0,90.0,rabi,50,60,30,5.52,167.38,0.5
wheat,23.56,54,544.0,860.1,rabi,60,30,30,6.6,167.38,1.581066176
coriander,26.73636364,54,360.0,180.0,whole year,10,20,20,6.52,1426.3,0.5
garlic,26.73636364,54,340.0,1070.0,whole year,50,10,60,5.44,1426.3,3.147058824
horsegram,28.5,54,1198.0,300.7,kharif,20,60,20,5.94,1145.22,0.251001669
maize,28.5,54,1.0,0.9,kharif,80,40,20,5.64,1145.22,0.9
moong,28.5,54,1296.0,240.5,kharif,20,40,20,5.54,1145.22,0.185570988
ragi,28.5,54,28.0,5.3,kharif,50,40,20,5.64,1145.22,0.189285714
sesamum,28.5,54,243.0,23.7,kharif,30,15,30,6.64,1145.22,0.097530864
rapeseed,23.56,54,106.0,14.4,rabi,50,40,20,4.84,167.38,0.135849057
sunflower,23.56,54,210.0,190.0,rabi,50,60,30,5.5,167.38,0.904761905
wheat,23.56,54,7.0,5.4,rabi,60,30,30,6.7,167.38,0.771428571
garlic,26.73636364,54,220.0,680.0,whole year,50,10,60,5.58,1426.3,3.090909091
horsegram,28.5,54,2842.0,929.3,kharif,20,60,20,6.14,1145.22,0.326988037
jowar,28.5,54,1030.0,540.0,kharif,80,40,40,5.48,1145.22,0.524271845
maize,28.5,54,708.0,514.0,kharif,80,40,20,5.6,1145.22,0.725988701
moong,28.5,54,326.0,76.5,kharif,20,40,20,5.56,1145.22,0.234662577
ragi,28.5,54,692.0,320.8,kharif,50,40,20,5.56,1145.22,0.463583815
sesamum,28.5,54,3012.0,568.9,kharif,30,15,30,6.46,1145.22,0.188877822
rapeseed,23.56,54,1038.0,151.5,rabi,50,40,20,4.86,167.38,0.145953757
sunflower,23.56,54,540.0,590.0,rabi,50,60,30,5.5,167.38,1.092592593
wheat,23.56,54,3435.0,5884.2,rabi,60,30,30,6.1,167.38,1.7130131
coriander,26.73636364,54,390.0,190.0,whole year,10,20,20,6.4,1426.3,0.487179487
garlic,26.73636364,54,530.0,1640.0,whole year,50,10,60,5.32,1426.3,3.094339623
moong,25.76,54,205.0,0.0,rabi,20,40,20,5.66,10.265748,0.0
rice,29.4,54,5.0,10.0,kharif,80,40,40,5.44,162.72,2.0
blackpepper,27.63636364,54,12.0,11.0,whole year,100,60,50,5.1,550.1245,0.916666667
cashewnuts,27.63636364,54,11.0,22.0,whole year,70,40,60,6.06,550.1245,2.0
ragi,29.4,54,138.0,325.0,kharif,50,40,20,5.38,162.72,2.355072464
moong,25.76,54,117.0,59.0,rabi,20,40,20,5.44,10.265748,0.504273504
cashewnuts,27.63636364,54,173.0,108.0,whole year,70,40,60,5.9,550.1245,0.624277457
rice,29.4,54,720.0,2040.0,kharif,80,40,40,5.34,162.72,2.833333333
moong,25.76,54,222.0,46.0,rabi,20,40,20,5.56,10.265748,0.207207207
coriander,27.63636364,54,2.0,1.0,whole year,10,20,20,6.5,550.1245,0.5
moong,34.73,54,2700.0,1600.0,kharif,20,40,20,5.4,411.52,0.592592593
sesamum,34.73,54,9000.0,3500.0,kharif,30,15,30,6.38,411.52,0.388888889
rapeseed,20.312,54,300.0,300.0,rabi,50,40,20,4.88,66.52,1.0
moong,34.73,54,1600.0,600.0,kharif,20,40,20,5.54,411.52,0.375
rapeseed,20.312,54,700.0,900.0,rabi,50,40,20,5.1,66.52,1.285714286
moong,34.73,54,1200.0,500.0,kharif,20,40,20,5.52,411.52,0.416666667
rapeseed,20.312,54,100.0,200.0,rabi,50,40,20,5.08,66.52,2.0
rapeseed,20.312,54,100.0,100.0,rabi,50,40,20,4.82,66.52,1.0
moong,34.73,54,4400.0,2300.0,kharif,20,40,20,5.6,411.52,0.522727273
sesamum,34.73,54,2900.0,1200.0,kharif,30,15,30,6.62,411.52,0.413793103
barley,20.312,54,3000.0,9000.0,rabi,70,40,45,5.32,66.52,3.0
rapeseed,20.312,54,1100.0,1400.0,rabi,50,40,20,5.06,66.52,1.272727273
sesamum,34.73,54,2600.0,800.0,kharif,30,15,30,6.38,411.52,0.307692308
sesamum,34.73,54,1700.0,600.0,kharif,30,15,30,6.64,411.52,0.352941176
rapeseed,20.312,54,200.0,300.0,rabi,50,40,20,5.1,66.52,1.5
moong,34.73,54,4000.0,1600.0,kharif,20,40,20,5.32,411.52,0.4
moong,34.73,54,500.0,200.0,kharif,20,40,20,5.58,411.52,0.4
rapeseed,20.312,54,400.0,900.0,rabi,50,40,20,5.14,66.52,2.25
moong,34.73,54,2800.0,200.0,kharif,20,40,20,5.42,411.52,0.071428571
moong,34.73,54,1500.0,1800.0,kharif,20,40,20,5.46,411.52,1.2
sesamum,34.73,54,1500.0,700.0,kharif,30,15,30,6.48,411.52,0.466666667
rapeseed,20.312,54,300.0,400.0,rabi,50,40,20,4.86,66.52,1.333333333
rapeseed,20.312,54,200.0,200.0,rabi,50,40,20,4.98,66.52,1.0
moong,34.73,54,300.0,100.0,kharif,20,40,20,5.54,411.52,0.333333333
moong,34.73,54,3600.0,1800.0,kharif,20,40,20,5.42,411.52,0.5
rice,33.37333333,54,51.0,64.0,kharif,80,40,40,5.44,510.05,1.254901961
sesamum,33.37333333,54,7047.0,1732.0,kharif,30,15,30,6.42,510.05,0.245778345
sunflower,33.37333333,54,13.0,7.0,kharif,50,60,30,5.54,510.05,0.538461538
coriander,28.54545455,54,201.0,126.0,whole year,10,20,20,6.68,556.2,0.626865672
onion,28.54545455,54,2107.0,3964.0,whole year,120,60,65,6.16,556.2,1.881347888
potato,28.54545455,54,4.0,4.0,whole year,180,60,90,4.92,556.2,1.0
moong,33.37333333,54,135.0,40.0,kharif,20,40,20,5.64,510.05,0.296296296
rice,33.37333333,54,274.0,342.0,kharif,80,40,40,5.5,510.05,1.248175182
sesamum,33.37333333,54,6060.0,1787.0,kharif,30,15,30,6.4,510.05,0.294884488
soyabean,33.37333333,54,2.0,2.0,kharif,20,60,20,5.66,510.05,1.0
coriander,28.54545455,54,114.0,31.0,whole year,10,20,20,6.4,556.2,0.271929825
garlic,28.54545455,54,5.0,6.0,whole year,50,10,60,5.68,556.2,1.2
cotton,33.37333333,54,11969.0,10488.0,kharif,120,40,20,5.52,510.05,0.876263681
jowar,33.37333333,54,996.0,412.0,kharif,80,40,40,5.68,510.05,0.413654618
moong,33.37333333,54,44.0,13.0,kharif,20,40,20,5.6,510.05,0.295454545
sesamum,33.37333333,54,577.0,188.0,kharif,30,15,30,6.44,510.05,0.325823224
barley,22.766,54,1080.0,2892.0,rabi,70,40,45,5.68,19.38,2.677777778
rapeseed,22.766,54,115.0,88.0,rabi,50,40,20,4.88,19.38,0.765217391
garlic,28.54545455,54,7.0,3.0,whole year,50,10,60,5.62,556.2,0.428571429
onion,28.54545455,54,56.0,53.0,whole year,120,60,65,6.18,556.2,0.946428571
potato,28.54545455,54,5.0,10.0,whole year,180,60,90,4.9,556.2,2.0
jowar,33.37333333,54,8692.0,10188.0,kharif,80,40,40,5.56,510.05,1.172112287
moong,33.37333333,54,200.0,59.0,kharif,20,40,20,5.36,510.05,0.295
rice,33.37333333,54,4792.0,7422.0,kharif,80,40,40,5.34,510.05,1.548831386
sesamum,33.37333333,54,1498.0,489.0,kharif,30,15,30,6.5,510.05,0.326435247
barley,22.766,54,439.0,1129.0,rabi,70,40,45,5.68,19.38,2.571753986
onion,28.54545455,54,28.0,116.0,whole year,120,60,65,6.18,556.2,4.142857143
cotton,33.37333333,54,25.0,12.0,kharif,120,40,20,5.54,510.05,0.48
jowar,33.37333333,54,1325.0,548.0,kharif,80,40,40,5.48,510.05,0.413584906
maize,33.37333333,54,111.0,161.0,kharif,80,40,20,5.56,510.05,1.45045045
sesamum,33.37333333,54,4117.0,1531.0,kharif,30,15,30,6.32,510.05,0.371872723
barley,22.766,54,15.0,39.0,rabi,70,40,45,5.52,19.38,2.6
rapeseed,22.766,54,6191.0,4727.0,rabi,50,40,20,4.94,19.38,0.763527702
onion,28.54545455,54,100.0,91.0,whole year,120,60,65,6.08,556.2,0.91
potato,28.54545455,54,5.0,5.0,whole year,180,60,90,4.84,556.2,1.0
cotton,33.37333333,54,1110.0,612.0,kharif,120,40,20,5.54,510.05,0.551351351
maize,33.37333333,54,69.0,100.0,kharif,80,40,20,5.38,510.05,1.449275362
moong,33.37333333,54,88.0,26.0,kharif,20,40,20,5.66,510.05,0.295454545
rice,33.37333333,54,1880.0,2505.0,kharif,80,40,40,5.52,510.05,1.332446809
sesamum,33.37333333,54,4134.0,2152.0,kharif,30,15,30,6.34,510.05,0.5205612
onion,28.54545455,54,193.0,636.0,whole year,120,60,65,5.94,556.2,3.295336788
cotton,33.37333333,54,6731.0,6547.0,kharif,120,40,20,5.58,510.05,0.972663794
moong,33.37333333,54,11180.0,4986.0,kharif,20,40,20,5.36,510.05,0.445974955
rice,33.37333333,54,256.0,319.0,kharif,80,40,40,5.62,510.05,1.24609375
sesamum,33.37333333,54,19167.0,6329.0,kharif,30,15,30,6.4,510.05,0.330202953
soyabean,33.37333333,54,538.0,587.0,kharif,20,60,20,5.58,510.05,1.091078067
coriander,28.54545455,54,25.0,9.0,whole year,10,20,20,6.52,556.2,0.36
garlic,28.54545455,54,530.0,1970.0,whole year,50,10,60,5.32,556.2,3.716981132
onion,28.54545455,54,150.0,586.0,whole year,120,60,65,5.88,556.2,3.906666667
potato,28.54545455,54,10.0,35.0,whole year,180,60,90,4.88,556.2,3.5
jowar,33.37333333,54,959.0,397.0,kharif,80,40,40,5.58,510.05,0.413972888
moong,33.37333333,54,2757.0,814.0,kharif,20,40,20,5.36,510.05,0.295248458
sesamum,33.37333333,54,15109.0,5734.0,kharif,30,15,30,6.68,510.05,0.379508902
barley,22.766,54,751.0,1931.0,rabi,70,40,45,5.68,19.38,2.571238349
coriander,28.54545455,54,18.0,9.0,whole year,10,20,20,6.6,556.2,0.5
onion,28.54545455,54,57.0,29.0,whole year,120,60,65,6.1,556.2,0.50877193
potato,28.54545455,54,28.0,14.0,whole year,180,60,90,5.04,556.2,0.5
cotton,33.37333333,54,110.0,59.0,kharif,120,40,20,5.62,510.05,0.536363636
jowar,33.37333333,54,6023.0,3978.0,kharif,80,40,40,5.6,510.05,0.660468205
moong,33.37333333,54,414.0,122.0,kharif,20,40,20,5.38,510.05,0.29468599
sesamum,33.37333333,54,6848.0,1945.0,kharif,30,15,30,6.56,510.05,0.284024533
sunflower,33.37333333,54,2.0,4.0,kharif,50,60,30,5.46,510.05,2.0
barley,22.766,54,1412.0,2630.0,rabi,70,40,45,5.64,19.38,1.862606232
coriander,28.54545455,54,5751.0,5641.0,whole year,10,20,20,6.4,556.2,0.980872892
garlic,28.54545455,54,330.0,645.0,whole year,50,10,60,5.62,556.2,1.954545455
onion,28.54545455,54,98.0,196.0,whole year,120,60,65,6.02,556.2,2.0
potato,28.54545455,54,73.0,170.0,whole year,180,60,90,5.08,556.2,2.328767123
cotton,33.37333333,54,1090.0,600.0,kharif,120,40,20,5.52,510.05,0.550458716
moong,33.37333333,54,676.0,199.0,kharif,20,40,20,5.42,510.05,0.294378698
rice,33.37333333,54,732.0,913.0,kharif,80,40,40,5.4,510.05,1.24726776
sesamum,33.37333333,54,6675.0,2117.0,kharif,30,15,30,6.34,510.05,0.317153558
sunflower,33.37333333,54,25.0,13.0,kharif,50,60,30,5.58,510.05,0.52
barley,22.766,54,3258.0,8598.0,rabi,70,40,45,5.38,19.38,2.639042357
coriander,28.54545455,54,2128.0,2109.0,whole year,10,20,20,6.56,556.2,0.991071429
onion,28.54545455,54,697.0,2613.0,whole year,120,60,65,6.0,556.2,3.74892396
cotton,33.37333333,54,340.0,188.0,kharif,120,40,20,5.36,510.05,0.552941176
jowar,33.37333333,54,10.0,4.0,kharif,80,40,40,5.5,510.05,0.4
sesamum,33.37333333,54,1754.0,573.0,kharif,30,15,30,6.62,510.05,0.32668187
barley,22.766,54,1125.0,729.0,rabi,70,40,45,5.42,19.38,0.648
coriander,28.54545455,54,11.0,17.0,whole year,10,20,20,6.58,556.2,1.545454545
onion,28.54545455,54,68.0,123.0,whole year,120,60,65,6.08,556.2,1.808823529
cotton,33.37333333,54,4.0,0.0,kharif,120,40,20,5.34,510.05,0.0
jowar,33.37333333,54,7642.0,3163.0,kharif,80,40,40,5.6,510.05,0.413896886
maize,33.37333333,54,2967.0,4313.0,kharif,80,40,20,5.44,510.05,1.453656892
moong,33.37333333,54,159.0,47.0,kharif,20,40,20,5.54,510.05,0.295597484
rice,33.37333333,54,1.0,1.0,kharif,80,40,40,5.46,510.05,1.0
sesamum,33.37333333,54,4910.0,1609.0,kharif,30,15,30,6.38,510.05,0.327698574
coriander,28.54545455,54,14.0,15.0,whole year,10,20,20,6.5,556.2,1.071428571
onion,28.54545455,54,21.0,26.0,whole year,120,60,65,6.18,556.2,1.238095238
potato,28.54545455,54,3.0,5.0,whole year,180,60,90,5.08,556.2,1.666666667
cotton,33.37333333,54,2.0,0.0,kharif,120,40,20,5.44,510.05,0.0
jowar,33.37333333,54,495.0,205.0,kharif,80,40,40,5.58,510.05,0.414141414
maize,33.37333333,54,25.0,36.0,kharif,80,40,20,5.36,510.05,1.44
moong,33.37333333,54,176.0,52.0,kharif,20,40,20,5.52,510.05,0.295454545
rice,33.37333333,54,1178.0,1469.0,kharif,80,40,40,5.36,510.05,1.247028862
sesamum,33.37333333,54,2379.0,777.0,kharif,30,15,30,6.48,510.05,0.326607818
barley,22.766,54,835.0,2148.0,rabi,70,40,45,5.68,19.38,2.57245509
garlic,28.54545455,54,5.0,7.0,whole year,50,10,60,5.36,556.2,1.4
onion,28.54545455,54,9.0,24.0,whole year,120,60,65,5.82,556.2,2.666666667
cotton,33.37333333,54,118.0,65.0,kharif,120,40,20,5.34,510.05,0.550847458
jowar,33.37333333,54,984.0,407.0,kharif,80,40,40,5.42,510.05,0.413617886
moong,33.37333333,54,94.0,28.0,kharif,20,40,20,5.4,510.05,0.29787234
sesamum,33.37333333,54,1067.0,348.0,kharif,30,15,30,6.68,510.05,0.326148079
soyabean,33.37333333,54,19.0,20.0,kharif,20,60,20,5.62,510.05,1.052631579
barley,22.766,54,632.0,1625.0,rabi,70,40,45,5.56,19.38,2.571202532
rapeseed,22.766,54,79.0,79.0,rabi,50,40,20,4.94,19.38,1.0
coriander,28.54545455,54,1.0,4.0,whole year,10,20,20,6.66,556.2,4.0
jowar,33.37333333,54,78.0,32.0,kharif,80,40,40,5.66,510.05,0.41025641
maize,33.37333333,54,72.0,105.0,kharif,80,40,20,5.64,510.05,1.458333333
moong,33.37333333,54,10979.0,1988.0,kharif,20,40,20,5.58,510.05,0.181072957
rice,33.37333333,54,3512.0,7888.0,kharif,80,40,40,5.46,510.05,2.246013667
sesamum,33.37333333,54,4654.0,1520.0,kharif,30,15,30,6.54,510.05,0.326600774
coriander,28.54545455,54,14.0,7.0,whole year,10,20,20,6.32,556.2,0.5
garlic,28.54545455,54,21.0,10.0,whole year,50,10,60,5.66,556.2,0.476190476
onion,28.54545455,54,117.0,234.0,whole year,120,60,65,5.9,556.2,2.0
jowar,33.37333333,54,148.0,61.0,kharif,80,40,40,5.32,510.05,0.412162162
moong,33.37333333,54,6877.0,2029.0,kharif,20,40,20,5.4,510.05,0.295041442
sesamum,33.37333333,54,7248.0,4315.0,kharif,30,15,30,6.56,510.05,0.595336645
onion,28.54545455,54,59.0,236.0,whole year,120,60,65,6.18,556.2,4.0
potato,28.54545455,54,85.0,322.0,whole year,180,60,90,4.9,556.2,3.788235294
cotton,33.37333333,54,196.0,106.0,kharif,120,40,20,5.5,510.05,0.540816327
maize,33.37333333,54,8722.0,9994.0,kharif,80,40,20,5.56,510.05,1.145838111
rice,33.37333333,54,9.0,11.0,kharif,80,40,40,5.62,510.05,1.222222222
sesamum,33.37333333,54,6782.0,1935.0,kharif,30,15,30,6.64,510.05,0.285314067
soyabean,33.37333333,54,5.0,6.0,kharif,20,60,20,5.52,510.05,1.2
coriander,28.54545455,54,99.0,73.0,whole year,10,20,20,6.48,556.2,0.737373737
garlic,28.54545455,54,82.0,101.0,whole year,50,10,60,5.6,556.2,1.231707317
cotton,33.37333333,54,144.0,76.0,kharif,120,40,20,5.5,510.05,0.527777778
jowar,33.37333333,54,1988.0,823.0,kharif,80,40,40,5.34,510.05,0.413983903
maize,33.37333333,54,9.0,13.0,kharif,80,40,20,5.56,510.05,1.444444444
moong,33.37333333,54,1708.0,504.0,kharif,20,40,20,5.5,510.05,0.295081967
sesamum,33.37333333,54,452.0,148.0,kharif,30,15,30,6.58,510.05,0.327433628
barley,22.766,54,74.0,190.0,rabi,70,40,45,5.56,19.38,2.567567568
onion,28.54545455,54,12.0,6.0,whole year,120,60,65,5.96,556.2,0.5
cotton,33.37333333,54,489.0,1753.0,kharif,120,40,20,5.54,510.05,3.584867076
jowar,33.37333333,54,4751.0,1966.0,kharif,80,40,40,5.56,510.05,0.413807619
maize,33.37333333,54,112.0,163.0,kharif,80,40,20,5.4,510.05,1.455357143
barley,22.766,54,239.0,615.0,rabi,70,40,45,5.34,19.38,2.573221757
coriander,28.54545455,54,13.0,8.0,whole year,10,20,20,6.64,556.2,0.615384615
garlic,28.54545455,54,7.0,7.0,whole year,50,10,60,5.66,556.2,1.0
onion,28.54545455,54,197.0,518.0,whole year,120,60,65,5.9,556.2,2.629441624
potato,28.54545455,54,18.0,36.0,whole year,180,60,90,4.94,556.2,2.0
cotton,33.37333333,54,38.0,24.0,kharif,120,40,20,5.48,510.05,0.631578947
jowar,33.37333333,54,10022.0,7022.0,kharif,80,40,40,5.68,510.05,0.700658551
moong,33.37333333,54,287.0,85.0,kharif,20,40,20,5.54,510.05,0.296167247
rice,33.37333333,54,223.0,278.0,kharif,80,40,40,5.64,510.05,1.246636771
sesamum,33.37333333,54,444.0,145.0,kharif,30,15,30,6.52,510.05,0.326576577
sunflower,33.37333333,54,16.0,1.0,kharif,50,60,30,5.52,510.05,0.0625
barley,22.766,54,262.0,674.0,rabi,70,40,45,5.66,19.38,2.572519084
garlic,28.54545455,54,1615.0,3185.0,whole year,50,10,60,5.62,556.2,1.972136223
onion,28.54545455,54,248.0,821.0,whole year,120,60,65,6.08,556.2,3.310483871
cotton,33.37333333,54,151.0,82.0,kharif,120,40,20,5.48,510.05,0.543046358
jowar,33.37333333,54,2.0,1.0,kharif,80,40,40,5.42,510.05,0.5
sesamum,33.37333333,54,70.0,23.0,kharif,30,15,30,6.54,510.05,0.328571429
barley,22.766,54,4186.0,9293.0,rabi,70,40,45,5.42,19.38,2.220019111
garlic,28.54545455,54,381.0,762.0,whole year,50,10,60,5.68,556.2,2.0
potato,28.54545455,54,2.0,4.0,whole year,180,60,90,5.02,556.2,2.0
barley,22.766,54,380.0,977.0,rabi,70,40,45,5.5,19.38,2.571052632
coriander,28.54545455,54,117.0,70.0,whole year,10,20,20,6.58,556.2,0.598290598
garlic,28.54545455,54,3214.0,1607.0,whole year,50,10,60,5.52,556.2,0.5
jowar,33.37333333,54,1935.0,801.0,kharif,80,40,40,5.38,510.05,0.413953488
maize,33.37333333,54,546.0,794.0,kharif,80,40,20,5.54,510.05,1.454212454
moong,33.37333333,54,19.0,6.0,kharif,20,40,20,5.64,510.05,0.315789474
rice,33.37333333,54,2436.0,566.0,kharif,80,40,40,5.38,510.05,0.232348112
sesamum,33.37333333,54,6066.0,774.0,kharif,30,15,30,6.44,510.05,0.127596439
barley,22.766,54,925.0,2379.0,rabi,70,40,45,5.32,19.38,2.571891892
coriander,28.54545455,54,45.0,1.0,whole year,10,20,20,6.52,556.2,0.022222222
garlic,28.54545455,54,8.0,15.0,whole year,50,10,60,5.68,556.2,1.875
onion,28.54545455,54,34.0,142.0,whole year,120,60,65,6.14,556.2,4.176470588
moong,33.37333333,54,712.0,210.0,kharif,20,40,20,5.42,510.05,0.29494382
sesamum,33.37333333,54,856.0,280.0,kharif,30,15,30,6.42,510.05,0.327102804
barley,22.766,54,798.0,2052.0,rabi,70,40,45,5.42,19.38,2.571428571
garlic,28.54545455,54,1065.0,3216.0,whole year,50,10,60,5.5,556.2,3.01971831
maize,33.37333333,54,385.0,560.0,kharif,80,40,20,5.62,510.05,1.454545455
coriander,28.54545455,54,26.0,8.0,whole year,10,20,20,6.66,556.2,0.307692308
garlic,28.54545455,54,96.0,133.0,whole year,50,10,60,5.46,556.2,1.385416667
potato,28.54545455,54,29.0,42.0,whole year,180,60,90,5.06,556.2,1.448275862
barley,22.766,54,3192.0,4706.0,rabi,70,40,45,5.62,19.38,1.474310777
coriander,28.54545455,54,21.0,19.0,whole year,10,20,20,6.48,556.2,0.904761905
garlic,28.54545455,54,19.0,26.0,whole year,50,10,60,5.64,556.2,1.368421053
onion,28.54545455,54,363.0,726.0,whole year,120,60,65,5.84,556.2,2.0
potato,28.54545455,54,11.0,17.0,whole year,180,60,90,5.0,556.2,1.545454545
cotton,33.37333333,54,333.0,1224.0,kharif,120,40,20,5.36,510.05,3.675675676
jowar,33.37333333,54,7195.0,5599.0,kharif,80,40,40,5.38,510.05,0.778179291
moong,33.37333333,54,811.0,239.0,kharif,20,40,20,5.34,510.05,0.294697904
